Fargo,1996,R,05 Apr 1996,98 min,"Crime, Thriller","Joel Coen, Ethan Coen","Ethan Coen, Joel Coen","William H. Macy, Frances McDormand, Steve Buscemi",Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,English,"United States, United Kingdom",Won 2 Oscars. 83 wins & 58 nominations total,https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Homeward Bound II: Lost in San Francisco,1996,G,08 Mar 1996,88 min,"Adventure, Comedy, Family",David R. Ellis,"Chris Hauty, Julie Hickson, Sheila Burnford","Michael J. Fox, Sally Field, Ralph Waite","When adventurous pets Chance, Shadow, and Sassy are accidentally separated from their vacationing humans, they're left to fend for themselves on the mean streets of San Francisco, searching for the ""golden bridge"" that will take t...",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BYmU1NzY1YTUtZTM1ZS00NzE0LTg4YzMtYTYxZWM1MzA2MWU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Heavy Metal,1981,R,07 Aug 1981,86 min,"Animation, Adventure, Fantasy","Gerald Potterton, John Bruno, John Halas","Daniel Goldberg, Len Blum, Dan O'Bannon","Richard Romanus, John Candy, Joe Flaherty","A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror.",English,"United Kingdom, Canada, United States",4 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BOTc2NzM1ODgtM2RkYi00M2U4LWE4NzEtMDMzZGUzYmI1ZDUzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
Hellraiser: Bloodline,1996,R,08 Mar 1996,85 min,"Horror, Sci-Fi",Kevin Yagher,Peter Atkins,"Bruce Ramsay, Valentina Vargas, Doug Bradley","In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.",English,"United States, United Kingdom",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMzM1NjVhNGUtY2FhNy00MTQ4LTkyNDAtZWE2YWZhYWQ2YzdmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Pallbearer,1996,PG-13,03 May 1996,98 min,"Comedy, Romance",Matt Reeves,"Jason Katims, Matt Reeves","David Schwimmer, Gwyneth Paltrow, Michael Rapaport","A young man's life is thrown into a loop when he is asked to be a pallbearer for the funeral of a classmate he doesn't remember, and his old high school crush temporarily returns to town.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTA1MzJjOGItZWM4MC00ZTljLWI0NjktODFhNzYyNTdlMmY0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Jane Eyre,1996,PG,12 Apr 1996,112 min,"Drama, Romance",Franco Zeffirelli,"Charlotte Brontë, Hugh Whitemore, Franco Zeffirelli","William Hurt, Charlotte Gainsbourg, Anna Paquin","Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to become a teacher and eventually seeks employment outside of the school. Her adv...","English, French","France, Italy, United Kingdom, United States",1 win,https://m.media-amazon.com/images/M/MV5BMjU4NDU2MjUtMGVjMS00NTBmLWI3N2QtZTk3YzY3YjZhNjY4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
Bread and Chocolate,1974,N/A,18 Jan 1974,100 min,"Comedy, Drama",Franco Brusati,"Franco Brusati, Jaja Fiastri, Nino Manfredi","Nino Manfredi, Anna Karina, Paolo Turco",Italian immigrant Nino steadfastly tries to become a member of Swiss Society no matter how awful his situation becomes.,"Italian, German, English, French, Greek, Spanish",Italy,10 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMWFjYjNiZjItMjU3Yy00YTk3LWFhZmMtN2NlZTZjYTE1YTIzXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SX300.jpg
The Aristocats,1970,G,24 Dec 1970,78 min,"Animation, Adventure, Comedy",Wolfgang Reitherman,"Larry Clemmons, Vance Gerry, Ken Anderson","Phil Harris, Eva Gabor, Sterling Holloway","With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.",English,United States,3 wins,https://m.media-amazon.com/images/M/MV5BMTU1MzM0MjcxMF5BMl5BanBnXkFtZTgwODQ0MzcxMTE@._V1_SX300.jpg
The Flower of My Secret,1995,R,08 Mar 1996,103 min,"Comedy, Drama",Pedro Almodóvar,"Pedro Almodóvar, Dorothy Parker","Marisa Paredes, Juan Echanove, Carme Elias","Leo writes trashy romance novels under a pseudonym but as she struggles in her relationship with her husband, she finds her output becoming darker.","Spanish, French","Spain, France",5 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BMDAxNjM0ZDQtZGNlYy00YTc1LTk3MzItMmVlNTFiMGNiMDkxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
Two Much,1995,PG-13,15 Mar 1996,118 min,"Comedy, Romance",Fernando Trueba,"Donald E. Westlake, Fernando Trueba, David Trueba","Antonio Banderas, Melanie Griffith, Daryl Hannah",A young gallerist is in love with two sisters at the same time. In order to solve the problem he decides to invent his own twin-brother.,English,"Spain, United States",5 nominations,https://m.media-amazon.com/images/M/MV5BODI2YmUyNDAtMjAyMy00ZjEzLWExMTktZWUyYjMxYWFlODEyXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
Ed,1996,PG,15 Mar 1996,94 min,"Comedy, Family, Sport",Bill Couturié,"Ken Richards, Janus Cercone, David Mickey Evans","Matt LeBlanc, Jayne Brook, Gene Ross",A trained chimpanzee plays third base for a minor-league baseball team.,English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BN2I0NDdlNzUtM2ZlYS00NzViLWExYTAtYzc3NDc2N2QzZGRjXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_SX300.jpg
A Thin Line Between Love and Hate,1996,R,03 Apr 1996,108 min,"Comedy, Crime, Drama",Martin Lawrence,"Martin Lawrence, Bentley Kyle Evans, Kenny Buford","Martin Lawrence, Lynn Whitfield, Regina King","A fast paced, womanizing nightclub promoter gets paid back in full when he scorns a beautiful woman with psychotic tendencies who will punish him for breaking her heart.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTAwOWRlYzMtZjM0Yy00NTU3LWFkMzAtOTVlMDQ4NDVkZTUxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
The Last Supper,1995,R,05 Apr 1996,92 min,"Comedy, Crime, Drama",Stacy Title,Dan Rosen,"Cameron Diaz, Ron Eldard, Annabeth Gish","A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs.",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BZjY5MjY3MjktM2QyMy00ZTNmLWFkYTctOTVlNjljYzExNjI5XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
Primal Fear,1996,R,03 Apr 1996,129 min,"Crime, Drama, Mystery",Gregory Hoblit,"William Diehl, Steve Shagan, Ann Biderman","Richard Gere, Laura Linney, Edward Norton","An altar boy is accused of murdering a priest, and the truth is buried several layers deep.","English, Spanish",United States,Nominated for 1 Oscar. 10 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BZTM2NWI2OGYtYWNhMi00ZTlmLTg2ZTAtMmI5NWRjODA5YTE1XkEyXkFqcGdeQXVyODE2OTYwNTg@._V1_SX300.jpg
All Dogs Go to Heaven 2,1996,G,29 Mar 1996,82 min,"Animation, Adventure, Family","Larry Leker, Paul Sabella","Arne Olsen, Kelly Ward, Mark Young","Charlie Sheen, Sheena Easton, Dom DeLuise","Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMzQ5NzdkOWEtNjg3Yi00NzY1LWE1NzItOWFiOGFiYzRiYmJjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Land and Freedom,1995,Not Rated,22 Mar 1996,109 min,"Drama, War",Ken Loach,Jim Allen,"Ian Hart, Rosana Pastor, Icíar Bollaín",David is an unemployed communist that comes to Spain in 1937 during the civil war to enroll the republicans and defend the democracy against the fascists. He makes friends between the soldiers.,"English, Spanish, Catalan","United Kingdom, Spain, Germany, Italy, France, United States",Nominated for 1 BAFTA Award8 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMDc1MGM4OWEtZjUzNS00MWEyLWI0ZGUtMWU5YzU0MjhiYjU1XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg
Denise Calls Up,1995,PG-13,29 Mar 1996,80 min,Comedy,Hal Salwen,Hal Salwen,"Tim Daly, Caroleen Feeney, Dan Gunther","A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax; all are too busy to meet face-to-face. By phone, Gale plays matchmaker for Jerry and Barbara who hit it off beautif...",English,United States,6 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMDNiODVjOTktZmFlZS00Y2VmLTg5NmItYWUyMjg5ZWQxMmM1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg
Theodore Rex,1995,PG,14 Dec 1995,92 min,"Action, Comedy, Family",Jonathan R. Betuel,Jonathan R. Betuel,"Whoopi Goldberg, Armin Mueller-Stahl, Juliet Landau","In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",English,United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMGE2MDBhODctN2JhMy00NGRjLWFlZjAtNjk5MGUwNTBmMzJlXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg
A Family Thing,1996,PG-13,29 Mar 1996,109 min,"Comedy, Drama",Richard Pearce,"Billy Bob Thornton, Tom Epperson","Robert Duvall, James Earl Jones, Michael Beach","When an old woman dies, she leaves a note for her apparent son (Robert Duvall) which tells him that his biological mother died giving birth to him. She begs him to make peace with his half-brother (James Earl Jones) living in Chic...",English,United States,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjE1MjI1MTkwNl5BMl5BanBnXkFtZTYwNjcwNDU5._V1_SX300.jpg
Frisk,1995,Unrated,22 Mar 1996,88 min,"Drama, Thriller",Todd Verow,"Dennis Cooper, Jim Dwyer, George LaVoo","Michael Gunther, Craig Chester, Michael Stock","A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose lead we follow on this path between what i...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTkxMjQzMzMxN15BMl5BanBnXkFtZTcwODc0OTgyMQ@@._V1_SX300.jpg
Sgt. Bilko,1996,PG,29 Mar 1996,93 min,Comedy,Jonathan Lynn,"Nat Hiken, Andy Breckman","Steve Martin, Dan Aykroyd, Phil Hartman","Sgt. Bilko is a well-liked conman in charge of the army base's motor pool, developing a hover tank and unofficially of gambling etc. One man hates Bilko and he's coming to inspect the base for possible closure.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BNDI2NzBhMzYtZjk4Zi00M2U0LWJjYTEtNWJlZDY0MDk5OWY1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Jack & Sarah,1995,R,22 Mar 1996,110 min,"Comedy, Drama, Romance",Tim Sullivan,Tim Sullivan,"Richard E. Grant, Samantha Mathis, Judi Dench",A young American woman becomes a nanny in the home of a recent British widower.,English,"United Kingdom, France",N/A,https://m.media-amazon.com/images/M/MV5BNTI0YzJjNWQtZjAwZi00OTNmLThiNDgtODY2M2QxZGI4NTAwXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_SX300.jpg
Girl 6,1996,R,22 Mar 1996,108 min,"Comedy, Drama",Spike Lee,Suzan-Lori Parks,"Theresa Randle, Isaiah Washington, Spike Lee",An aspiring actress disappointed by her treatment in the movie industry turns to phone sex to make a living.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNjA0MTkzMjEtMzhlZS00NTRkLThiMGYtNWJiZWEwZmQwMGViXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Diabolique,1996,R,22 Mar 1996,107 min,"Drama, Horror, Mystery",Jeremiah S. Chechik,"Pierre Boileau, Thomas Narcejac, Henri-Georges Clouzot","Sharon Stone, Isabelle Adjani, Chazz Palminteri",The wife and mistress of the sadistic dean of an exclusive prep school conspire to murder him.,"English, Spanish",United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNmFmOWRkZWEtYWZlNC00MDQyLWFlODAtODdjNzU5MzY5ZGE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Nelly & Monsieur Arnaud,1995,N/A,21 Jun 1996,106 min,Drama,Claude Sautet,"Jacques Fieschi, Claude Sautet, Yves Ulmann","Emmanuelle Béart, Michel Serrault, Jean-Hugues Anglade","When Nelly, a woman being just divorced, meets by chance M. Arnaud, a mature salesman just retired, begins a strange and special relationship between the two personalities.",French,"France, Italy, Germany",Nominated for 1 BAFTA Award7 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BOGYzOTY0MGUtYTNjNS00OTg4LWJmNjktOGY4Zjg3ZmU5ODNhXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg
Courage Under Fire,1996,R,12 Jul 1996,116 min,"Action, Drama, Mystery",Edward Zwick,Patrick Sheane Duncan,"Denzel Washington, Meg Ryan, Lou Diamond Phillips","A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.","English, Arabic",United States,9 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BODJlOTlkNzUtN2U2OC00NWUxLTg3MjgtNGVmZGU5ZTk0ZjM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Mission: Impossible,1996,PG-13,22 May 1996,110 min,"Action, Adventure, Thriller",Brian De Palma,"Bruce Geller, David Koepp, Steven Zaillian","Tom Cruise, Jon Voight, Emmanuelle Béart","An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.","English, French, Czech",United States,3 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BMTc3NjI2MjU0Nl5BMl5BanBnXkFtZTgwNDk3ODYxMTE@._V1_SX300.jpg
Cold Fever,1995,Unrated,05 Apr 1996,83 min,"Comedy, Drama, Mystery",Friðrik Þór Friðriksson,"Friðrik Þór Friðriksson, Jim Stark","Masatoshi Nagase, Lili Taylor, Fisher Stevens",A Japanese businessman travels to Iceland and has a series of misadventures while venturing to a remote area to perform a traditional burial ritual where his parents died several years back.,"English, Icelandic, Japanese, German","United States, Japan, Iceland, Denmark, Germany",3 wins,https://m.media-amazon.com/images/M/MV5BZTY2MjcxOWItYjliYy00Mjc3LTk2M2QtYWQ0ZGQxYjlhMTNhXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg
Moll Flanders,1996,PG-13,14 Jun 1996,123 min,"Drama, Romance",Pen Densham,"Daniel Defoe, Pen Densham","Robin Wright, Morgan Freeman, Stockard Channing","The daughter of a thief, young Moll is placed in the care of a nunnery after her mother's execution, but the actions of an abusive priest lead her to rebel as a teenager, and she escapes to the dangerous streets of London. Further...",English,"United States, Ireland",4 nominations,https://m.media-amazon.com/images/M/MV5BZDZlODcwNGUtN2JhNi00Njc2LWJmZjYtNWI2ZWE1MTUyNDFjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
DragonHeart,1996,PG-13,31 May 1996,103 min,"Action, Adventure, Fantasy",Rob Cohen,"Patrick Read Johnson, Charles Edward Pogue","Dennis Quaid, Sean Connery, Dina Meyer","The last dragon and a disillusioned dragonslaying Knight must cooperate to stop an evil King, who was given partial immortality.",English,United States,Nominated for 1 Oscar. 3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZGYzMjk3M2MtZDZlYi00YjhmLWFmMmItYjRiMjk4ZWI2N2Q5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Eddie,1996,PG-13,31 May 1996,100 min,"Comedy, Sport",Steve Rash,"Steve Zacharias, Jeff Buhai, Jon Connolly","Whoopi Goldberg, Frank Langella, Dennis Farina","Coincidences lead to the New York Knicks, getting its loudest fan, Edwina ""Eddie"" Franklin, as coach. Season victory?","English, Russian",United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMGE0YzJkNjUtOGU4Ny00Njc0LTg1ZmItNjA5ZGVkZGVhYzk5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
