An American Werewolf in London,1981,R,21 Aug 1981,97 min,"Comedy, Horror",John Landis,John Landis,"David Naughton, Jenny Agutter, Joe Belcher",Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.,English,"United Kingdom, United States",Won 1 Oscar. 3 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZGNmYWQzMGEtNDlhMS00NzEwLTkzMDItMDQ4MjkyMzRkNjFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Amityville 1992: It's About Time,1992,R,16 Jul 1992,95 min,Horror,Tony Randel,"John G. Jones (book), John G. Jones (story), Christopher DeFaria (screenplay), Antonio Toro (screenplay)","Stephen Macht, Shawn Weatherly, Megan Ward, Damon Martin","An architect brings home a mysterious old clock, not knowing that it's haunted by the demonic presence of the Amityville house. Soon, the clock begins to alter time and space and starts to possess members of the household.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTdjMWU5NjUtOTA2NS00NmYwLTgxOTAtZmU0MTlhZTViMWEyXkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_SX300.jpg
Amityville 3-D,1983,PG,18 Nov 1983,105 min,Horror,Richard Fleischer,David Ambrose,"Tony Roberts, Tess Harper, Robert Joy","A reporter moves into the Amityville house in defiance of the supernatural events connected to it, and finds everyone around him besieged by the evil manifestations which are connected to a demonic presence in the basement.",English,"United States, Mexico",1 nomination,https://m.media-amazon.com/images/M/MV5BNDg2M2Q3OWEtNDVlNS00MjJmLTkxZGQtOTY0ZDE4MzJhZTk1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Amityville Dollhouse,1996,R,18 Feb 1997,93 min,Horror,Steve White,Joshua Michael Stern,"Robin Thomas, Starr Andreeff, Allen Cutler, Rachel Duncan","A children's doll house, which is a miniature of the infamous haunted Long Island house, is given to a young girl where the demonic evil soon comes out to cause more terror.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYzEzYjUzNGItOGU3Zi00ZDQ1LWI2NTktNzRmMzAxN2NhODBjXkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_SX300.jpg
Amityville: A New Generation,1993,R,29 Sep 1993,91 min,Horror,John Murlowski,"Christopher DeFaria, Antonio Toro","Ross Partridge, Julia Nickson, Lala Sloatman, David Naughton","An old mirror from the Amityville house finds its way into a young photographer's home, where the demonic presence soon manifests itself to cause more death and mayhem.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDJkYTBlNDAtYjVmMy00YzhiLTljMjItZGI2ZDY3NjJlMzAyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg
Amityville II: The Possession,1982,R,24 Sep 1982,104 min,Horror,Damiano Damiani,"Tommy Lee Wallace, Hans Holzer, Dardano Sacchetti","James Olson, Burt Young, Rutanya Alda","A dysfunctional family moves into a new house, which proves to be satanic, resulting in the demonic possession of their teenage son.",English,"Mexico, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BMTYwMTAyOTY4OF5BMl5BanBnXkFtZTcwNjMwODQ2NA@@._V1_SX300.jpg
The Amityville Horror,1979,R,27 Jul 1979,117 min,Horror,Stuart Rosenberg,"Sandor Stern, Jay Anson, George Lutz","James Brolin, Margot Kidder, Rod Steiger","Newlyweds and their three children move into a large house where a mass murder was committed. They start to experience strange, inexplicable manifestations which have strong effects on everyone living in or visiting the house.",English,United States,Nominated for 1 Oscar. 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTc0NDMyNTU3M15BMl5BanBnXkFtZTcwMjM0MTgwNA@@._V1_SX300.jpg
The Amityville Curse,1990,R,06 Jun 1990,91 min,Horror,Tom Berry,"Hans Holzer (book), Michael Krueger (story), Doug Olson (story), Norvell Rose (story), Michael Krueger, Norvell Rose","Kim Coates, Dawna Wightman, Helen Hughes, David Stein","Five people spend the night in an abandoned house, the Amityville haunted house, and soon find themselves terrorized by assorted ghosts, venomous insects and ghostly apparitions.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BZDFkNGVjMGEtMGVlOS00ZTdjLWJiNGYtOWZkNTllNDA5ZmExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Blood for Dracula,1974,R,06 Nov 1974,106 min,Horror,Paul Morrissey,"Paul Morrissey, Pat Hackett, Bram Stoker","Joe Dallesandro, Udo Kier, Vittorio De Sica",An ailing vampire count travels to Italy with his servant to find a bride.,English,"Italy, France, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BZGU2ZGJmODYtZWUwZS00NTcxLWE2ZGMtMWY1NzUxOGJiZTM0XkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_SX300.jpg
April Fool's Day,1986,R,28 Mar 1986,89 min,"Horror, Mystery",Fred Walton,Danilo Bach,"Deborah Foreman, Griffin O'Neal, Clayton Rohner","Nine college students staying at a friend's remote island mansion begin to fall victim to an unseen murderer over the April Fool's Day weekend, but nothing is as it seems.",English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BYjI5ODIxYjktMGU3Ny00MmZmLWIyYzUtMmQ0ZjIzNzUwNWVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Audrey Rose,1977,PG,06 Apr 1977,113 min,"Drama, Fantasy, Horror",Robert Wise,Frank De Felitta,"Anthony Hopkins, Marsha Mason, John Beck",A stranger attempts to convince a happily married couple that their daughter is actually his daughter reincarnated.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmI1OWQ3ODYtY2M4MC00OGNkLWI2MDktNWViNDUxODRkMGJiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg
The Believers,1987,R,10 Jun 1987,114 min,"Crime, Drama, Horror",John Schlesinger,"Nicholas Conde, Mark Frost","Martin Sheen, Helen Shaver, Harley Cross","A New York psychiatrist finds that a brujería-inspired cult, which believes in child sacrifice, has a keen interest in his own son.",English,"United States, United Kingdom, Canada",1 nomination,https://m.media-amazon.com/images/M/MV5BMzRiMzRjZDgtOTBmYi00MTBhLWI2NjAtYzc4ZjgxZjVjZDliXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Birds,1963,PG-13,29 Mar 1963,119 min,"Drama, Horror, Mystery",Alfred Hitchcock,"Daphne Du Maurier, Evan Hunter","Rod Taylor, Tippi Hedren, Jessica Tandy",A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,"English, Latin",United States,Nominated for 1 Oscar. 5 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMTAxNDA1ODc5MDleQTJeQWpwZ15BbWU4MDg2MDA4OTEx._V1_SX300.jpg
The Blob,1958,Approved,10 Sep 1958,86 min,"Horror, Sci-Fi","Irvin S. Yeaworth Jr., Russell S. Doughten Jr.","Theodore Simonson, Kay Linaker, Irvine H. Millgate","Steve McQueen, Aneta Corsaut, Earl Rowe",An alien lifeform consumes everything in its path as it grows and grows.,"English, Italian",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BOTI5M2M1N2YtOGFjOC00ODU3LTk4ZmItZjQ1MzZlOWM5ZTE5XkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg
Blood Beach,1980,R,28 Jan 1981,92 min,"Comedy, Horror, Sci-Fi",Jeffrey Bloom,"Jeffrey Bloom, Steven Nalevansky","David Huffman, Marianna Hill, Burt Young","Something or someone is attacking people one by one on the beach. Some of them are mutilated, but most of them are sucked into the sand, disappearing without a trace. What is the creature responsible? Where does it live, and where...",English,"United States, Hong Kong",N/A,https://m.media-amazon.com/images/M/MV5BOTE1YjA5ZWEtMTM0Yi00ZDBmLWJkNGYtZTllY2YwZGU0MjBiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Body Parts,1991,R,02 Aug 1991,88 min,"Horror, Sci-Fi, Thriller",Eric Red,"Pierre Boileau, Thomas Narcejac, Patricia Herskovic","Jeff Fahey, Lindsay Duncan, Kim Delaney","After losing his arm in a car accident, a criminal psychologist has it replaced with a limb that belonged to a serial killer.",English,United States,2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BNTBiY2FhNzgtODI5NC00MTEzLTg1MzEtNmZhNzAyYWFlMGZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Body Snatcher,1945,Approved,25 Jun 1945,78 min,"Horror, Thriller",Robert Wise,"Robert Louis Stevenson, Philip MacDonald, Val Lewton","Boris Karloff, Bela Lugosi, Henry Daniell",A ruthless doctor and his young prize student find themselves continually harassed by their murderous supplier of illegal cadavers.,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BYzNiNzk2NDctMzg5My00NDM3LWJiM2UtNzY2NmQ0YWVlN2Q0XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg
Bram Stoker's Dracula,1992,R,13 Nov 1992,128 min,"Drama, Fantasy, Horror",Francis Ford Coppola,"Bram Stoker, James V. Hart","Gary Oldman, Winona Ryder, Anthony Hopkins",The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.,"English, Romanian, Greek, Bulgarian, Latin","United Kingdom, United States",Won 3 Oscars. 25 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BNjcyMDZlMTktYTIxOC00ZWFhLWJkYzgtNWNiYjAwYTFkNjIyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
The Bride of Frankenstein,1935,Not Rated,06 May 1935,75 min,"Drama, Horror, Sci-Fi",James Whale,"Mary Shelley, William Hurlbut, John L. Balderston","Boris Karloff, Elsa Lanchester, Colin Clive","Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",English,United States,Nominated for 1 Oscar. 5 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BOTUzMzAzMzEzNV5BMl5BanBnXkFtZTgwOTg1NTAwMjE@._V1_SX300.jpg
Burnt Offerings,1976,PG,18 Oct 1976,116 min,"Horror, Mystery, Thriller",Dan Curtis,"Robert Marasco, William F. Nolan, Dan Curtis","Karen Black, Oliver Reed, Burgess Meredith",A family moves into a large old mansion in the countryside which seems to have a mysterious and sinister power over its new residents.,English,"United States, Italy",6 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjEzNzYzNTc3Nl5BMl5BanBnXkFtZTgwMDUwNTkyMTE@._V1_SX300.jpg
Candyman,1992,R,16 Oct 1992,99 min,"Horror, Thriller",Bernard Rose,"Clive Barker, Bernard Rose","Virginia Madsen, Xander Berkeley, Tony Todd","The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",English,"United States, United Kingdom",5 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BYjVjYjhlNTQtN2UxOC00Njk5LWFjNDctODNjZTI1ZGM0ZDZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Cape Fear,1991,R,15 Nov 1991,128 min,"Crime, Thriller",Martin Scorsese,"John D. MacDonald, James R. Webb, Wesley Strick","Robert De Niro, Nick Nolte, Jessica Lange","A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.",English,United States,Nominated for 2 Oscars. 5 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BNjdhNzZlYzYtYTBlNS00NTJiLWI2ZWUtMDI2YzI2MzM5NjY4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Cape Fear,1962,Passed,15 Jun 1962,106 min,"Drama, Thriller",J. Lee Thompson,"John D. MacDonald, James R. Webb","Gregory Peck, Robert Mitchum, Polly Bergen",A lawyer's family is stalked by a man he once helped put in jail.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWNlMTJmMWUtYjk0MC00M2U4LWI1ODItZDgxNDZiODFmNjc5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
Carrie,1976,R,16 Nov 1976,98 min,"Horror, Mystery",Brian De Palma,"Stephen King, Lawrence D. Cohen","Sissy Spacek, Piper Laurie, Amy Irving","Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",English,United States,Nominated for 2 Oscars. 6 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMTlhNmVkZGUtNjdjOC00YWY3LTljZWQtMTY1YWFhNGYwNDQwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Cat People,1982,R,02 Apr 1982,118 min,"Fantasy, Horror, Thriller",Paul Schrader,"DeWitt Bodeen, Alan Ormsby, Paul Schrader","Nastassja Kinski, Malcolm McDowell, John Heard",A young woman's sexual awakening brings horror when she discovers her urges transform her into a monstrous black leopard.,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BYTdmMjgxNjItNmUyYS00NGQwLWJhZjYtNjIwMWU0ZmQzZThjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg
A Nightmare on Elm Street,1984,R,16 Nov 1984,91 min,Horror,Wes Craven,Wes Craven,"Heather Langenkamp, Johnny Depp, Robert Englund","Teenager Nancy Thompson must uncover the dark truth concealed by her parents after she and her friends become targets of the spirit of a serial killer with a bladed glove in their dreams, in which if they die, it kills them in rea...",English,United States,6 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BNzFjZmM1ODgtMDBkMS00NWFlLTg2YmUtZjc3ZTgxMjE1OTI2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
Nosferatu,1922,Not Rated,18 May 1922,94 min,"Fantasy, Horror",F.W. Murnau,"Henrik Galeen, Bram Stoker","Max Schreck, Alexander Granach, Gustav von Wangenheim",Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,"German, English",Germany,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTAxYjEyMTctZTg3Ni00MGZmLWIxMmMtOGM2NTFiY2U3MmExXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Vampire in Venice,1988,TV-MA,10 Sep 1988,97 min,Horror,"Augusto Caminito, Klaus Kinski, Maurizio Lucidi","Alberto Alfieri, Leandro Lucchetti, Augusto Caminito","Klaus Kinski, Barbara De Rossi, Yorgo Voyagis","Professor Paris Catalano visits Venice, to investigate the last known appearance of the famous vampire Nosferatu during the carnival of 1786.",Italian,Italy,N/A,https://m.media-amazon.com/images/M/MV5BMGJmOWM4ZjctMDkzZC00N2ZhLWFiMWYtNDI0NTU0NWY0OWQ3XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg
The Omen,1976,R,25 Jun 1976,111 min,"Horror, Mystery",Richard Donner,David Seltzer,"Gregory Peck, Lee Remick, Harvey Stephens",Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?,"English, Latin, Italian","United Kingdom, United States",Won 1 Oscar. 5 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BZmNjZDcwNTMtMjQxMy00ZTY5LTg4M2YtYjA5NDliNjNhYzQ3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Blood and Wine,1996,R,21 Feb 1997,101 min,"Crime, Drama, Thriller",Bob Rafelson,"Nick Villiers, Bob Rafelson, Alison Cross","Jack Nicholson, Michael Caine, Stephen Dorff","A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes.","English, Spanish, French","United Kingdom, United States",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BYmJlOTYzOTQtYjM3Yi00NDY3LWEzNDAtNzIxYmFjN2Q2MWNkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Albino Alligator,1996,R,17 Jan 1997,94 min,"Crime, Drama, Thriller",Kevin Spacey,Christian Forte,"Matt Dillon, Faye Dunaway, Gary Sinise","While escaping from a foiled robbery attempt, three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for.",English,"United States, France",1 nomination,https://m.media-amazon.com/images/M/MV5BYzc0OWIzMDctNDE1Ny00NjMxLTg1YjQtZDIzY2Y4NDhjNDUxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
The Mirror Has Two Faces,1996,PG-13,15 Nov 1996,126 min,"Comedy, Drama, Romance",Barbra Streisand,"André Cayatte, Gérard Oury, Richard LaGravenese","Barbra Streisand, Jeff Bridges, Lauren Bacall","A shy, middle-aged professor enters into a romantic but non-physical relationship with an unlucky-in-love colleague.",English,United States,Nominated for 2 Oscars. 4 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMDFjOWY0YWItZWNhOC00YmQyLWJhNDktMzEzNWZhMTg2YTQ2XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg
Breaking the Waves,1996,R,13 Nov 1996,159 min,Drama,Lars von Trier,"Lars von Trier, Peter Asmussen, David Pirie","Emily Watson, Stellan Skarsgård, Katrin Cartlidge","Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",English,"Denmark, Sweden, France, Netherlands, Norway, Iceland, Spain, United Kingdom",Nominated for 1 Oscar. 44 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BNDYwZTU2MzktNWYxMS00NTYzLTgzOWEtMTRiYjc5NGY2Nzg1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Nightwatch,1997,R,17 Apr 1998,101 min,"Drama, Horror, Thriller",Ole Bornedal,"Ole Bornedal, Steven Soderbergh","Ewan McGregor, Nick Nolte, Anais Evans","A law student, who takes a job as a night watchman at a morgue, begins to discover clues that implicate him as the suspect of a series of murders.",English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BYWQyNzdhNTQtZjUzYS00Yzk2LTk3OTEtYzhkYjc4YzJiMGYyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
Star Trek: First Contact,1996,PG-13,22 Nov 1996,111 min,"Action, Adventure, Drama",Jonathan Frakes,"Gene Roddenberry, Rick Berman, Brannon Braga","Patrick Stewart, Jonathan Frakes, Brent Spiner",The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.,English,United States,Nominated for 1 Oscar. 8 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BYzMzZmE3MTItODYzYy00YWI5LWFkNWMtZTY5NmU2MDkxYWI1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Shine,1996,PG-13,14 Feb 1997,105 min,"Biography, Drama, Music",Scott Hicks,"Jan Sardi, Scott Hicks","Geoffrey Rush, Armin Mueller-Stahl, Justin Braine","Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.","English, Yiddish",Australia,Won 1 Oscar. 46 wins & 52 nominations total,https://m.media-amazon.com/images/M/MV5BNTNlZDhkNTMtYTExYS00NGRiLTlhZTItM2JlOWQ3MzE4YzdhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Sling Blade,1996,R,14 Mar 1997,135 min,Drama,Billy Bob Thornton,Billy Bob Thornton,"Billy Bob Thornton, Dwight Yoakam, J.T. Walsh","Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",English,United States,Won 1 Oscar. 14 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BNzViNGMzNDMtMDFkZS00ZWZiLTk1NDgtMzFhZmYwYjQ5ODNkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Jingle All the Way,1996,PG,22 Nov 1996,89 min,"Adventure, Comedy, Family",Brian Levant,Randy Kornfield,"Arnold Schwarzenegger, Sinbad, Phil Hartman","A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out, and he must travel all over town and compete with everybody else in order to find one.",English,United States,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMmJlYzViNzctMjQ1Ni00ZWQ4LThkN2YtMzI2ZGU5Nzk0NTAyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Paradise Lost: The Child Murders at Robin Hood Hills,1996,Not Rated,10 Jun 1996,150 min,"Documentary, Crime","Joe Berlinger, Bruce Sinofsky",N/A,"Tony Brooks, Diana Davis, Terry Wood",A horrific triple child murder leads to an indictment and trial of three nonconformist boys based on questionable evidence.,English,United States,Won 1 Primetime Emmy. 9 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BN2EzNWNlZGYtMjQ1YS00YTI4LThkYTctNjRjYzI1NDdmNjEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Preacher's Wife,1996,PG,13 Dec 1996,123 min,"Comedy, Drama, Fantasy",Penny Marshall,"Robert Nathan, Robert E. Sherwood, Leonardo Bercovici","Denzel Washington, Whitney Houston, Courtney B. Vance",An angel comes to Earth to help a preacher save his church and his family.,English,United States,Nominated for 1 Oscar. 4 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BOWFiMGMzYmYtMGZjNy00ZWVkLTllMjAtMTQ2NmU1OWVhMjkxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
Ridicule,1996,R,22 Nov 1996,102 min,"Comedy, Drama, History",Patrice Leconte,"Rémi Waterhouse, Michel Fessler, Eric Vicaut","Charles Berling, Jean Rochefort, Fanny Ardant","To get royal backing on a needed drainage project, a poor French lord must learn to play the delicate games of wit at court at Versailles.",French,France,Nominated for 1 Oscar. 20 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BMzJiMThkOWYtYTI0ZS00OWU4LTk5NWYtNDgzMzIwNjk0ZTk5XkEyXkFqcGdeQXVyMjc4MjcxNzI@._V1_SX300.jpg
